Farmer_ID,Country,Age,Gender,Farm_Size,Crop_Type,Annual_Income_USD,Irrigation_Method,Education_Level,Years_of_Experience,Market_Access,Fertilizer_Use_kg_per_acre,Pesticide_Use_liters_per_acre,Yield_per_Acre_kg
976,Sri Lanka,67,Female,Small (<2 acres),Potato,13851,Drip,No formal education,20,Export,71.59,6.12,2454
977,Pakistan,42,Male,Small (<2 acres),Rice,1293,Sprinkler,College,33,Regional Market,272.22,11.29,2252
978,Sri Lanka,40,Male,Medium (2-10 acres),Potato,10883,Tube well,College,8,Regional Market,234.45,12.77,9678
979,Pakistan,19,Female,Small (<2 acres),Tomato,5982,Sprinkler,Secondary,29,Regional Market,186.79,5.82,6748
980,Nepal,60,Male,Large (>10 acres),Rice,18339,Rain-fed,University,10,Regional Market,130.87,6.32,827
981,Sri Lanka,51,Female,Medium (2-10 acres),Maize,18874,Drip,Secondary,49,Export,154.78,17.56,6087
982,India,27,Female,Small (<2 acres),Potato,11125,Canal,No formal education,14,Local Market,37.14,13.94,9365
983,Sri Lanka,54,Female,Medium (2-10 acres),Potato,882,Tube well,Primary,36,Export,244.43,18.67,8532
984,Sri Lanka,57,Female,Small (<2 acres),Wheat,4452,Sprinkler,No formal education,19,Export,100.03,12.22,2912
985,Bangladesh,30,Female,Large (>10 acres),Rice,11829,Sprinkler,College,8,Regional Market,190.2,0.65,2627
986,India,41,Female,Small (<2 acres),Wheat,13300,Tube well,Secondary,49,Export,10.3,5.64,2760
987,India,56,Male,Small (<2 acres),Wheat,14472,Drip,University,5,Export,104.77,5.76,2850
988,Pakistan,50,Male,Large (>10 acres),Tomato,2793,Rain-fed,University,18,Regional Market,120.1,9.59,8255
989,Pakistan,70,Female,Small (<2 acres),Rice,9773,Rain-fed,Secondary,10,Local Market,39.82,6.58,912
990,Sri Lanka,31,Male,Medium (2-10 acres),Maize,10341,Sprinkler,No formal education,27,Local Market,260.9,4.82,8657
991,Sri Lanka,56,Male,Medium (2-10 acres),Potato,19187,Drip,Primary,20,Export,94.24,11.56,7102
992,Bangladesh,54,Male,Large (>10 acres),Cotton,9606,Tube well,University,8,Local Market,292.32,3.16,6938
993,Nepal,32,Male,Large (>10 acres),Rice,3650,Sprinkler,College,44,Local Market,172.23,17.96,5577
994,India,69,Female,Small (<2 acres),Potato,12933,Rain-fed,Secondary,43,Regional Market,216.32,19.81,6859
995,Pakistan,66,Female,Small (<2 acres),Tomato,3340,Rain-fed,No formal education,7,Export,129.28,4.62,9685
996,Sri Lanka,54,Female,Small (<2 acres),Rice,12567,Sprinkler,College,11,Regional Market,226.65,16.73,3391
997,India,22,Male,Small (<2 acres),Wheat,18240,Rain-fed,University,40,Regional Market,68.56,14.34,9828
998,Sri Lanka,39,Female,Medium (2-10 acres),Maize,10445,Rain-fed,College,24,Regional Market,218.91,19.06,8814
999,Nepal,63,Male,Small (<2 acres),Potato,8242,Rain-fed,University,4,Regional Market,157.47,1.1,5545
1000,Bangladesh,68,Female,Large (>10 acres),Rice,10181,Drip,Primary,15,Local Market,284.76,5.22,5685
